OBJECTID,SurveyPurp,Protocol,Gear,TotalEffor,EffortMetr,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,Basin,StationLen,AvgWidth,StationCod,SiteType,SurveyID,SpeciesCod,Status,NewStatus,sameStatus,Catch,Source,mySurveyID,NEAR_FID,NEAR_DIST,SNAPUTM_X,SNAPUTM_Y
1119,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,STR,E1,E1,E1,144,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1120,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,SAH,E1,E1,E1,118,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1121,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,MSQ,E1,E1,E1,47,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1122,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,SNF,E1,E1,E1,25,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1123,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,WHS,E1,E1,E1,15,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1124,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,CPP,E1,E1,E1,13,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1125,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,RDS,E1,E1,E1,12,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1126,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,BBH,E1,E1,E1,11,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1127,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,FMW,E1,E1,E1,8,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1128,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,PKF,E1,E1,E1,7,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1129,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,ARD,E1,E1,E1,6,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1130,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,CCF,E1,E1,E1,1,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1131,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,OSF,E1,E1,E1,1,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1132,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,STR,E3,E3,E2,31,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1133,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,WHS,E3,E3,E2,15,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1134,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,MSQ,E3,E3,E2,8,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1135,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,SAH,E3,E3,E2,7,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1136,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,FMW,E3,E3,E2,5,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1137,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,CPP,E3,E3,E2,3,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1138,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,SNF,E3,E3,E2,3,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1139,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,PKF,E3,E3,E2,3,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1140,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,BBH,E3,E3,E2,1,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1141,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,RDS,E3,E3,E2,1,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1142,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,MSQ,S2,S2,S1,30,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1143,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,SAH,S2,S2,S1,3,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1144,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,PKF,S2,S2,S1,3,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1145,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,WILLOW CREEK,30-Oct-08,ABV HWY 50,3601.000000000000000,13,712459.000000000000000,4218739.000000000000000,Arkansas,245,12.25,AR2319,---,44235.000000000000000,STR,S2,S2,S1,1,Non-USGS,712459_30-Oct-2008,28169,155.543081389103889,712487,4218892
1146,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,WHS,E1,E1,E1,135,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1147,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,RBT,E1,E1,E1,96,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1148,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,RXN,E1,E1,E1,95,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1149,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,SMB,E1,E1,E1,28,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1150,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,LND,E1,E1,E1,16,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1151,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,LOC,E1,E1,E1,14,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1152,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,LGS,E1,E1,E1,13,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1153,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,LMB,E1,E1,E1,4,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1154,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,YPE,E1,E1,E1,2,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1155,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,CPP,E1,E1,E1,1,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1156,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,21-Apr-09,BLW Gauge,4693.000000000000000,13,529933.000000000000000,4235546.000000000000000,Arkansas,13200,100,AR2289,---,1768.000000000000000,SPB,E1,E1,E1,1,Non-USGS,529933_21-Apr-2009,20801,65.356028634248702,529887,4235592
1157,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,WHS,E1,E1,E1,151,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1158,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,RXN,E1,E1,E1,85,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1159,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,RBT,E1,E1,E1,31,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1160,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,LOC,E1,E1,E1,12,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1161,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,SMB,E1,E1,E1,9,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1162,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,LGS,E1,E1,E1,9,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1163,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,LND,E1,E1,E1,5,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1164,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,CPP,E1,E1,E1,4,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1165,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #3B,22-Apr-09,125 M BLW Wild Horse Creek,4667.000000000000000,13,531810.000000000000000,4236100.000000000000000,Arkansas,7920,100,AR2290,---,3444.000000000000000,LMB,E1,E1,E1,3,Non-USGS,531810_22-Apr-2009,20615,24.669596262490423,531787,4236092
1166,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,ARD,E1,E1,E1,102,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1167,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,MSQ,E1,E1,E1,65,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1168,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,MNW,E1,E1,E1,7,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1169,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,STR,E1,E1,E1,5,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1170,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,PKF,E1,E1,E1,4,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1171,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,SAH,E1,E1,E1,3,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1172,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,ARKANSAS R #1,2-Jun-09,1.5 KM ABV Lamar Canal Diversion Dam,3628.000000000000000,13,705252.000000000000000,4220447.000000000000000,Arkansas,39.3700787,15.7152231,AR2480,---,23785.000000000000000,FMW,E1,E1,E1,1,Non-USGS,705252_2-Jun-2009,26772,56.842276446835143,705287,4220492
1173,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,FHC,E1,E1,E1,7,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1174,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,FMW,E1,E1,E1,6,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1175,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,LND,E1,E1,E1,3,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1176,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,MNW,E1,E1,E1,2,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1177,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,WHS,E1,E1,E1,2,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1178,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,16-Jun-09,450 M BLW Beaty Canyon,4364.000000000000000,13,623033.000000000000000,4162836.000000000000000,Arkansas,1310,33,AR2524,---,23571.000000000000000,SAH,E1,E1,E1,2,USGS,623033_16-Jun-2009,41394,63.869132045187392,622987,4162792
1179,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,RDS,E1,E1,E1,41,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1180,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,SMM,E1,E1,E1,12,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1181,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,SAH,E1,E1,E1,7,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1182,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,SNF,E1,E1,E1,7,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1183,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,LND,E1,E1,E1,4,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1184,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,CCF,E1,E1,E1,4,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1185,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,FHC,E1,E1,E1,2,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1186,---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,PURGATOIRE R #1,17-Jun-09,100 M BLW Baker Canyon,4114.000000000000000,13,643561.000000000000000,4186763.000000000000000,Arkansas,1970,49,AR2525,---,25348.000000000000000,CPP,E1,E1,E1,1,USGS,643561_17-Jun-2009,37145,38.760230789458411,643587,4186792
1187,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,ARD,S1,S1,S1,6,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1188,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,PKF,S1,S1,S1,4,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1189,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,SNF,S1,S1,S1,4,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1190,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,BBH,S1,S1,S1,1,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1191,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,PKF,S2,S2,S2,25,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1192,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,SNF,S2,S2,S2,2,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1193,---,TWO-PASS REMOVAL,Seine,2,PASS,00:00.0,"RUSH CREEK, SOUTH",22-Jul-09,1.7 KM BLW Mustang Creek,5197.000000000000000,13,614232.000000000000000,4304980.000000000000000,Arkansas,490,8.2,AR0413,---,23080.000000000000000,ARD,S2,S2,S2,2,USGS,614232_22-Jul-2009,5485,46.937231395855115,614187,4304992
1194,---,THREE-PASS REMOVAL,BPEF & SEINE,3,PASS,00:00.0,ST CHARLES R #1,19-Aug-09,ABV Arkansas River  #37,4559.000000000000000,13S,546019.000000000000000,4234881.000000000000000,Arkansas,500,31.75,AR2944,Random,26370.000000000000000,SAH,E1,E1,E1,55,Non-USGS,546019_19-Aug-2009,21129,34.199750892757962,545987,4234892
1195,---,THREE-PASS REMOVAL,BPEF & SEINE,3,PASS,00:00.0,ST CHARLES R #1,19-Aug-09,ABV Arkansas River  #37,4559.000000000000000,13S,546019.000000000000000,4234881.000000000000000,Arkansas,500,31.75,AR2944,Random,26370.000000000000000,RDS,E1,E1,E1,37,Non-USGS,546019_19-Aug-2009,21129,34.199750892757962,545987,4234892
1196,---,THREE-PASS REMOVAL,BPEF & SEINE,3,PASS,00:00.0,ST CHARLES R #1,19-Aug-09,ABV Arkansas River  #37,4559.000000000000000,13S,546019.000000000000000,4234881.000000000000000,Arkansas,500,31.75,AR2944,Random,26370.000000000000000,STR,E1,E1,E1,11,Non-USGS,546019_19-Aug-2009,21129,34.199750892757962,545987,4234892
