SurveyPurpose,Protocol,Gear,TotalEffort,EffortMetric,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,SpeciesCode,Status,NewStatus,sameStatus,Catch,Source
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,PKF,E1,E1,E1,16,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,STR,E1,E1,E1,7,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,RDS,E1,E1,E1,6,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,WHS,E1,E1,E1,5,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,FMW,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,LND,E1,E1,E1,2,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV HWY 47 Near Hwy 50 Bypass,4731,13,534683,4240064,Arkansas,660,64.8,AR0562,---,520,BST,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,FHC,E1,E1,E1,114,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,STR,E1,E1,E1,84,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,WHS,E1,E1,E1,31,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,BST,E1,E1,E1,21,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,SAH,E1,E1,E1,12,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,RDS,E1,E1,E1,11,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,LGS,E1,E1,E1,4,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,LND,E1,E1,E1,4,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,FMW,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #2,14-Sep-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,722,ARD,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,LND,E1,E1,E1,29,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,LOC,E1,E1,E1,14,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,WHS,E1,E1,E1,12,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,LGS,E1,E1,E1,8,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,CRC,E1,E1,E1,7,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,FHC,E1,E1,E1,6,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,104,FMW,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,138,44.5,AR0168,---,3359,LND,E1,E1,E1,100,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,138,44.5,AR0168,---,3359,LGS,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,138,44.5,AR0168,---,3359,FHC,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,138,44.5,AR0168,---,3359,WHS,E1,E1,E1,2,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,138,44.5,AR0168,---,3359,FMW,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,HOUR,00:00.0,FOUNTAIN CREEK #3,14-Sep-2005,ABV HWY 16,5624,13,523415,4286394,Arkansas,171,98,AR0189,---,1912,---,---,NA,NA,---,Non-USGS
---,PRESENCE/ABSENCE,NOT LISTED,1,PASS,00:00.0,FOUNTAIN CREEK #4,3-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,25135,LND,1,NA,NA,12,Non-USGS
---,PRESENCE/ABSENCE,NOT LISTED,1,PASS,00:00.0,FOUNTAIN CREEK #4,3-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,25135,WHS,1,NA,NA,7,Non-USGS
---,PRESENCE/ABSENCE,NOT LISTED,1,PASS,00:00.0,FOUNTAIN CREEK #4,3-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,25135,LOC,1,NA,NA,1,Non-USGS
---,TWO-PASS REMOVAL,BPEF,2,PASS,00:00.0,BEAVER CREEK,6-Oct-2005,ABV Upper Beaver Creek Rd,6025,13,498153,4268150,Arkansas,100,12,AR2753,---,24403,LOC,E1,E1,E1,19,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LOC,C,C,C,378,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,RBT,C,C,C,5,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LGS,E1,E1,E1,333,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,WHS,E1,E1,E1,75,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LND,E1,E1,E1,61,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,FMW,E1,E1,E1,2,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LND,E2,E2,E2,40,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LOC,M,M,M,484,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LGS,M,M,M,105,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,WHS,M,M,M,29,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,RBT,M,M,M,7,Non-USGS
---,MARK/RECAPTURE,Electrofishing,2,PASS,00:00.0,ARKANSAS R #4,13-Oct-2005,ABV Reynolds Ave,5276,13,481980,4254514,Arkansas,4905,---,AR3640,---,37858,LOC,R,R,R,27,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #4,13-Oct-2005,ABV Diversion @ Gauge,6126,13,510582,4300660,Arkansas,450,16,AR1854,---,24793,LOC,E1,E1,E1,75,Non-USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,FOUNTAIN CREEK #4,13-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,31952,LND,E1,E1,E1,20,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,FOUNTAIN CREEK #4,13-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,31952,WHS,E1,E1,E1,11,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,FOUNTAIN CREEK #4,13-Oct-2005,Between 8th St & HWY 24,5962,13,513954,4297859,Arkansas,492,15.1,AR0386,---,31952,LOC,E1,E1,E1,2,USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,CRC,E1,E1,E1,48,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,LND,E1,E1,E1,36,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,OTS,E1,E1,E1,10,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,FMW,E1,E1,E1,9,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,SAH,E1,E1,E1,6,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #1,13-Oct-2005,200 M BLW W Bijou St,5970,13,514781,4298520,Arkansas,455,47.8,AR1839,---,26814,WHS,E1,E1,E1,5,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,CRC,E1,E1,E1,650,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,LND,E1,E1,E1,115,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,WHS,E1,E1,E1,45,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,FMW,E1,E1,E1,38,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,LGS,E1,E1,E1,19,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,328,19.6,AR0166,---,24899,LMB,E1,E1,E1,19,Non-USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,492,19.6,AR0166,---,31986,CRC,E1,E1,E1,650,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,492,19.6,AR0166,---,31986,LND,E1,E1,E1,115,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,492,19.6,AR0166,---,31986,FMW,E1,E1,E1,56,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,492,19.6,AR0166,---,31986,WHS,E1,E1,E1,45,USGS
---,PRESENCE/ABSENCE,Electrofishing,1,PASS,00:00.0,MONUMENT CREEK #2,13-Oct-2005,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Arkansas,492,19.6,AR0166,---,31986,LGS,E1,E1,E1,19,USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,FHC,E1,E1,E1,89,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,SAH,E1,E1,E1,22,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,PKF,E1,E1,E1,16,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,STR,E1,E1,E1,7,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,RDS,E1,E1,E1,6,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,WHS,E1,E1,E1,6,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,FMW,E1,E1,E1,3,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,LND,E1,E1,E1,2,Non-USGS
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #1,14-Oct-2005,200 M BLW HWY 50,4692,13,534807,4237630,Arkansas,660,64.8,AR0720,---,24796,BST,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,FHC,E1,E1,E1,235,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,LND,E1,E1,E1,22,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,SAH,E1,E1,E1,9,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,WHS,E1,E1,E1,9,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,LGS,E1,E1,E1,5,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Arkansas,180,92.4,AR1834,---,3680,RDS,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,BST,E1,E1,E1,21,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,SAH,E1,E1,E1,12,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,RDS,E1,E1,E1,11,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,LMB,E1,E1,E1,4,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,LND,E1,E1,E1,4,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,LGS,E1,E1,E1,4,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,FMW,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,ARD,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,OTS,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,FHC,E1,E1,E1,114,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,STR,E1,E1,E1,84,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #2,14-Oct-2005,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,397,59,AR0147,---,24893,WHS,E1,E1,E1,31,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,LND,E1,E1,E1,29,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,LOC,E1,E1,E1,14,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,WHS,E1,E1,E1,12,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,LGS,E1,E1,E1,8,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,LMB,E1,E1,E1,8,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,CRC,E1,E1,E1,7,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,FHC,E1,E1,E1,6,Non-USGS
---,PRESENCE/ABSENCE,BPEF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW I-25 Business Loop,5899,13,515497,4296366,Arkansas,330,42.4,AR0550,---,24864,FMW,E1,E1,E1,1,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,LND,E1,E1,E1,106,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,OTS,E1,E1,E1,5,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,LMB,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,FHC,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,LGS,E1,E1,E1,3,Non-USGS
---,PRESENCE/ABSENCE,EF,1,PASS,00:00.0,FOUNTAIN CREEK #3,14-Oct-2005,BLW Janitell Rd @ Guage,5837,13,517862,4294862,Arkansas,361,44.5,AR0168,---,3360,WHS,E1,E1,E1,2,Non-USGS
