"","SurveyPurp","Protocol","Gear","TotalEffor","EffortMetr","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX","UTMY","Basin","StationLen","AvgWidth","StationCod","SiteType","SurveyID","SpeciesCod","Status","NewStatus","sameStatus","Catch","Source","mySurveyID"
"957","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #1","22-Sep-2010","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","164","26","AR0720","---",26560,"LND","E1","E1","E1","18","USGS","534807_22-Sep-2010"
"958","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #1","22-Sep-2010","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","164","26","AR0720","---",26560,"SAH","E1","E1","E1","18","USGS","534807_22-Sep-2010"
"959","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #1","22-Sep-2010","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","164","26","AR0720","---",26560,"WHS","E1","E1","E1","9","USGS","534807_22-Sep-2010"
"960","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #1","22-Sep-2010","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","164","26","AR0720","---",26560,"PKF","E1","E1","E1","7","USGS","534807_22-Sep-2010"
"961","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"FHC","E1","E1","E1","207","USGS","534807_13-Sep-2011"
"962","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"SAH","E1","E1","E1","121","USGS","534807_13-Sep-2011"
"963","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"STR","E1","E1","E1","13","USGS","534807_13-Sep-2011"
"964","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"PKF","E1","E1","E1","13","USGS","534807_13-Sep-2011"
"965","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"WHS","E1","E1","E1","11","USGS","534807_13-Sep-2011"
"966","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"LND","E1","E1","E1","10","USGS","534807_13-Sep-2011"
"967","---","PRESENCE/ABSENCE","EF","---","HOUR","00:00.0","FOUNTAIN CREEK #1","13-Sep-2011","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","93.5","AR0720","---",27308,"RDS","E1","E1","E1","1","USGS","534807_13-Sep-2011"
"968","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"FHC","E1","E1","E1","65","USGS","534807_31-Oct-2013"
"969","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"LND","E1","E1","E1","43","USGS","534807_31-Oct-2013"
"970","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"SAH","E1","E1","E1","30","USGS","534807_31-Oct-2013"
"971","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"PKF","E1","E1","E1","11","USGS","534807_31-Oct-2013"
"972","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"STR","E1","E1","E1","5","USGS","534807_31-Oct-2013"
"973","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"WHS","E1","E1","E1","2","USGS","534807_31-Oct-2013"
"974","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","31-Oct-2013","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","80.8","AR0720","---",34391,"BST","E1","E1","E1","1","USGS","534807_31-Oct-2013"
"975","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"FHC","E1","E1","E1","38","USGS","534807_9-Oct-2014"
"976","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"LND","E1","E1","E1","36","USGS","534807_9-Oct-2014"
"977","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"PKF","E1","E1","E1","6","USGS","534807_9-Oct-2014"
"978","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"STR","E1","E1","E1","5","USGS","534807_9-Oct-2014"
"979","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"SAH","E1","E1","E1","5","USGS","534807_9-Oct-2014"
"980","---","PRESENCE/ABSENCE","BPEF","---","---","00:00.0","FOUNTAIN CREEK #1","9-Oct-2014","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","76.2","AR0720","---",38828,"WHS","E1","E1","E1","1","USGS","534807_9-Oct-2014"
"981","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"FHC","E1","E1","E1","115","USGS","534807_29-Sep-2015"
"982","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"LND","E1","E1","E1","7","USGS","534807_29-Sep-2015"
"983","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"WHS","E1","E1","E1","4","USGS","534807_29-Sep-2015"
"984","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"RDS","E1","E1","E1","4","USGS","534807_29-Sep-2015"
"985","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"SAH","E1","E1","E1","4","USGS","534807_29-Sep-2015"
"986","Species Presence, Community Composition and Relative Abundance","PRESENCE/ABSENCE","BPEF","---",NA,"00:00.0","FOUNTAIN CREEK #1","29-Sep-2015","200 M BLW HWY 50",4692,"13",534787,4237592,"Arkansas","492","158","AR0720","---",49602,"STR","E1","E1","E1","1","USGS","534807_29-Sep-2015"
"987","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"FHC","E1","E1","E1","24","Non-USGS","528465_12-Jul-2005"
"988","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"WHS","E1","E1","E1","9","Non-USGS","528465_12-Jul-2005"
"989","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"RDS","E1","E1","E1","3","Non-USGS","528465_12-Jul-2005"
"990","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"SAH","E1","E1","E1","2","Non-USGS","528465_12-Jul-2005"
"991","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"LGS","E1","E1","E1","1","Non-USGS","528465_12-Jul-2005"
"992","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","370","72.5","AR1834","---",1207,"CRC","E1","E1","E1","1","Non-USGS","528465_12-Jul-2005"
"993","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"FHC","E1","E1","E1","693","Non-USGS","527039_12-Jul-2005"
"994","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"LND","E1","E1","E1","62","Non-USGS","527039_12-Jul-2005"
"995","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"LMB","E1","E1","E1","29","Non-USGS","527039_12-Jul-2005"
"996","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"LGS","E1","E1","E1","29","Non-USGS","527039_12-Jul-2005"
"997","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"SAH","E1","E1","E1","25","Non-USGS","527039_12-Jul-2005"
"998","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"FMW","E1","E1","E1","23","Non-USGS","527039_12-Jul-2005"
"999","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"RDS","E1","E1","E1","17","Non-USGS","527039_12-Jul-2005"
"1000","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"WHS","E1","E1","E1","11","Non-USGS","527039_12-Jul-2005"
"1001","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"STR","E1","E1","E1","2","Non-USGS","527039_12-Jul-2005"
"1002","---","PRESENCE/ABSENCE","BPEF","1","PASS","32778","FOUNTAIN CREEK #2","12-Jul-2005","BLW Diversion Dam In Clear Spring Ranch Park",5455,"13",527087,4277592,"Arkansas","80","22.75","AR0319",NA,2003,"GSD","E1","E1","E1","1","Non-USGS","527039_12-Jul-2005"
"1003","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"FHC","E1","E1","E1","89","Non-USGS","534683_14-Sep-2005"
"1004","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"SAH","E1","E1","E1","22","Non-USGS","534683_14-Sep-2005"
"1005","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"PKF","E1","E1","E1","16","Non-USGS","534683_14-Sep-2005"
"1006","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"STR","E1","E1","E1","7","Non-USGS","534683_14-Sep-2005"
"1007","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"RDS","E1","E1","E1","6","Non-USGS","534683_14-Sep-2005"
"1008","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"WHS","E1","E1","E1","5","Non-USGS","534683_14-Sep-2005"
"1009","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"FMW","E1","E1","E1","3","Non-USGS","534683_14-Sep-2005"
"1010","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"LND","E1","E1","E1","2","Non-USGS","534683_14-Sep-2005"
"1011","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV HWY 47 Near Hwy 50 Bypass",4731,"13",534687,4240092,"Arkansas","660","64.8","AR0562","---",520,"BST","E1","E1","E1","1","Non-USGS","534683_14-Sep-2005"
"1012","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"FHC","E1","E1","E1","114","Non-USGS","535464_14-Sep-2005"
"1013","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"STR","E1","E1","E1","84","Non-USGS","535464_14-Sep-2005"
"1014","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"WHS","E1","E1","E1","31","Non-USGS","535464_14-Sep-2005"
"1015","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"BST","E1","E1","E1","21","Non-USGS","535464_14-Sep-2005"
"1016","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"SAH","E1","E1","E1","12","Non-USGS","535464_14-Sep-2005"
"1017","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"RDS","E1","E1","E1","11","Non-USGS","535464_14-Sep-2005"
"1018","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"LGS","E1","E1","E1","4","Non-USGS","535464_14-Sep-2005"
"1019","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"LND","E1","E1","E1","4","Non-USGS","535464_14-Sep-2005"
"1020","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"FMW","E1","E1","E1","3","Non-USGS","535464_14-Sep-2005"
"1021","---","PRESENCE/ABSENCE","BPEF","1","HOUR","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",722,"ARD","E1","E1","E1","1","Non-USGS","535464_14-Sep-2005"
"1022","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"FHC","E1","E1","E1","235","Non-USGS","528465_14-Sep-2005"
"1023","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"LND","E1","E1","E1","22","Non-USGS","528465_14-Sep-2005"
"1024","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"WHS","E1","E1","E1","9","Non-USGS","528465_14-Sep-2005"
"1025","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"SAH","E1","E1","E1","9","Non-USGS","528465_14-Sep-2005"
"1026","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"LGS","E1","E1","E1","5","Non-USGS","528465_14-Sep-2005"
"1027","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Sep-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",1446,"RDS","E1","E1","E1","1","Non-USGS","528465_14-Sep-2005"
"1028","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"FHC","E1","E1","E1","235","Non-USGS","528465_14-Oct-2005"
"1029","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"LND","E1","E1","E1","22","Non-USGS","528465_14-Oct-2005"
"1030","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"SAH","E1","E1","E1","9","Non-USGS","528465_14-Oct-2005"
"1031","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"WHS","E1","E1","E1","9","Non-USGS","528465_14-Oct-2005"
"1032","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"LGS","E1","E1","E1","5","Non-USGS","528465_14-Oct-2005"
"1033","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","92.4","AR1834","---",3680,"RDS","E1","E1","E1","1","Non-USGS","528465_14-Oct-2005"
"1034","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"BST","E1","E1","E1","21","Non-USGS","535464_14-Oct-2005"
"1035","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"SAH","E1","E1","E1","12","Non-USGS","535464_14-Oct-2005"
"1036","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"RDS","E1","E1","E1","11","Non-USGS","535464_14-Oct-2005"
"1037","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"LMB","E1","E1","E1","4","Non-USGS","535464_14-Oct-2005"
"1038","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"LND","E1","E1","E1","4","Non-USGS","535464_14-Oct-2005"
"1039","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"LGS","E1","E1","E1","4","Non-USGS","535464_14-Oct-2005"
"1040","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"FMW","E1","E1","E1","3","Non-USGS","535464_14-Oct-2005"
"1041","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"ARD","E1","E1","E1","1","Non-USGS","535464_14-Oct-2005"
"1042","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"OTS","E1","E1","E1","1","Non-USGS","535464_14-Oct-2005"
"1043","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"FHC","E1","E1","E1","114","Non-USGS","535464_14-Oct-2005"
"1044","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"STR","E1","E1","E1","84","Non-USGS","535464_14-Oct-2005"
"1045","---","PRESENCE/ABSENCE","BPEF","1","PASS","00:00.0","FOUNTAIN CREEK #2","14-Oct-2005","ABV Pinon Rd",4993,"13",535487,4254692,"Arkansas","397","59","AR0147","---",24893,"WHS","E1","E1","E1","31","Non-USGS","535464_14-Oct-2005"
"1046","---","PRESENCE/ABSENCE","Electrofishing","1","PASS","00:00.0","FOUNTAIN CREEK #2","19-Sep-2006","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","85.4","AR1834","---",30753,"FHC","E1","E1","E1","214","USGS","528465_19-Sep-2006"
"1047","---","PRESENCE/ABSENCE","Electrofishing","1","PASS","00:00.0","FOUNTAIN CREEK #2","19-Sep-2006","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","85.4","AR1834","---",30753,"SAH","E1","E1","E1","41","USGS","528465_19-Sep-2006"
"1048","---","PRESENCE/ABSENCE","Electrofishing","1","PASS","00:00.0","FOUNTAIN CREEK #2","19-Sep-2006","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","85.4","AR1834","---",30753,"WHS","E1","E1","E1","30","USGS","528465_19-Sep-2006"
"1049","---","PRESENCE/ABSENCE","Electrofishing","1","PASS","00:00.0","FOUNTAIN CREEK #2","19-Sep-2006","700 M ABV Old Pueblo Rd",5362,"13",528487,4273192,"Arkansas","180","85.4","AR1834","---",30753,"FMW","E1","E1","E1","9","USGS","528465_19-Sep-2006"
