"","SurveyPurpose","Protocol","Gear","TotalEffort","EffortMetric","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX.x","UTMY.x","Basin","StationLength","AvgWidth","StationCode","SiteType","SurveyID","SpeciesCode","Status","NewStatus","sameStatus","Catch","Source","mySurveyID","reachid","pointid","grid_code","elevation","gradient","cropsCount","dvlpdCount","wtlndsCoun","UTMX.y","UTMY.y","slope100m","Z","OBJECTID_1","Permanent_","GNIS_ID","GNIS_Name","ReachCode","WBArea_Per","FType","FCode","OBJECTID","FEATURE","CODE","NAME1","STRAHLER","Line_Sourc","StreamType","FountainCr","ReservoirL","RCA_ID","Shape_Leng","StreamSize","Percent","Degrees","MAIN","PURG","geometry"
"990","Multi-purpose","FULL HABITAT","EF, SEINE, & DIPNET","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"STR","E1","E1","E1","1","Non-USGS","756674_1-Oct-2008",4103,26255,4103,1064,0.737329483032,728,0,0,756687,4221092,0,1064,4103,"1595293",NA,NA,"11020009000594",NA,336,33600,0,NA,0,NA,0,"ADDED","CONNECT","NO","belowJM",4037,5459.05294114,1,2.47295641672,0.0247245248834,"NO","NO",c(756687, 4221092)
"991","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"PKF","S2","S2","S1","4","Non-USGS","756674_1-Oct-2008",4103,26255,4103,1064,0.737329483032,728,0,0,756687,4221092,0,1064,4103,"1595293",NA,NA,"11020009000594",NA,336,33600,0,NA,0,NA,0,"ADDED","CONNECT","NO","belowJM",4037,5459.05294114,1,2.47295641672,0.0247245248834,"NO","NO",c(756687, 4221092)
"992","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"PKF","S3","S3","S2","3","Non-USGS","756674_1-Oct-2008",4103,26255,4103,1064,0.737329483032,728,0,0,756687,4221092,0,1064,4103,"1595293",NA,NA,"11020009000594",NA,336,33600,0,NA,0,NA,0,"ADDED","CONNECT","NO","belowJM",4037,5459.05294114,1,2.47295641672,0.0247245248834,"NO","NO",c(756687, 4221092)
"993","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"CCF","E1","E1","E1","91","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"994","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FHC","E1","E1","E1","53","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"995","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"DRM","E1","E1","E1","23","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"996","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"RDS","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"997","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SMM","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"998","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SNF","E1","E1","E1","11","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"999","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SAH","E1","E1","E1","8","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1000","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FMW","E1","E1","E1","7","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1001","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"BBH","E1","E1","E1","4","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1002","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"GSD","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1003","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"WHS","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1004","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"CPP","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1005","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SAH","S2","S2","S1","25","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1006","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FMW","S2","S2","S1","7","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1007","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FHC","S2","S2","S1","3","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1008","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SMM","S2","S2","S1","3","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1009","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"RDS","S2","S2","S1","213","Non-USGS","655995_7-Oct-2008",1799,29582,1799,1186,0.202570334077,373,16,100,655987,4216392,0,1186,1799,NA,NA,NA,NA,NA,0,0,50029,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",1718,285.524426341,4,194.028933741,1.09491498739,"YES","NO",c(655987, 4216392)
"1010","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","E2","E2","E1","20","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1011","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SAH","E2","E2","E1","10","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1012","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","E2","E2","E1","8","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1013","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SNF","E2","E2","E1","6","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1014","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FMW","E2","E2","E1","3","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1015","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"BBH","E2","E2","E1","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1016","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","S1","S1","S1","142","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1017","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","S1","S1","S1","37","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1018","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SAH","S1","S1","S1","27","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1019","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FMW","S1","S1","S1","8","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1020","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"CPP","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1021","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SMM","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1022","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FHC","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1023","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SNF","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1024","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","S3","S3","S2","41","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1025","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SSH","S3","S3","S2","18","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1026","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","S3","S3","S2","4","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1027","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"CPP","S3","S3","S2","1","Non-USGS","657256_7-Oct-2008",3598,29595,3598,1184,0.452953457832,358,8,121,657287,4216392,0,1184,3598,NA,NA,NA,NA,NA,0,0,50034,"Artificial Flow Path",28966,"Arkansas River",8,"ua_annotated","CONNECT","NO","between",3528,85.7224632501,4,673.102449607,1.4233093197,"YES","NO",c(657287, 4216392)
"1028","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"RDS","E1","E1","E1","18","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1029","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SAH","E1","E1","E1","12","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1030","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"PKF","E1","E1","E1","8","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1031","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"WHS","E1","E1","E1","4","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1032","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"STR","E1","E1","E1","4","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1033","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"FMW","E1","E1","E1","3","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
"1034","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"ARD","E1","E1","E1","1","Non-USGS","544677_8-Oct-2008",4744,21844,4744,1400,1.31648087502,251,40,78,544687,4233192,0,1400,4744,NA,NA,NA,NA,NA,0,0,9740,"Perennial Stream",33275,"St Charles River",6,"ua_annotated","CONNECT","NO","between",4680,415.88746549,3,3.12584559015,0.0312482810798,"NO","NO",c(544687, 4233192)
