"","SurveyPurpose","Protocol","Gear","TotalEffort","EffortMetric","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX","UTMY","Basin","StationLength","AvgWidth","StationCode","SiteType","SurveyID","SpeciesCode","Status","NewStatus","sameStatus","Catch","Source","mySurveyID"
"960","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"RDS","E1","E1","E1","1","Non-USGS","759108_1-Oct-2008"
"961","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"DRM","E1","E1","E1","1","Non-USGS","759108_1-Oct-2008"
"962","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"BBH","E1","E1","E1","1","Non-USGS","759108_1-Oct-2008"
"963","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SMM","E3","E3","E2","24","Non-USGS","759108_1-Oct-2008"
"964","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"FMW","E3","E3","E2","17","Non-USGS","759108_1-Oct-2008"
"965","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SAH","E3","E3","E2","17","Non-USGS","759108_1-Oct-2008"
"966","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"STR","E3","E3","E2","17","Non-USGS","759108_1-Oct-2008"
"967","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"MSQ","E3","E3","E2","7","Non-USGS","759108_1-Oct-2008"
"968","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"PKF","E3","E3","E2","7","Non-USGS","759108_1-Oct-2008"
"969","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"CPP","E3","E3","E2","3","Non-USGS","759108_1-Oct-2008"
"970","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"RDS","E3","E3","E2","2","Non-USGS","759108_1-Oct-2008"
"971","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"WHS","E3","E3","E2","1","Non-USGS","759108_1-Oct-2008"
"972","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"BBH","E3","E3","E2","1","Non-USGS","759108_1-Oct-2008"
"973","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SAH","S2","S2","S1","111","Non-USGS","759108_1-Oct-2008"
"974","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"PKF","S2","S2","S1","60","Non-USGS","759108_1-Oct-2008"
"975","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"MSQ","S2","S2","S1","55","Non-USGS","759108_1-Oct-2008"
"976","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"FMW","S2","S2","S1","15","Non-USGS","759108_1-Oct-2008"
"977","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"STR","S2","S2","S1","14","Non-USGS","759108_1-Oct-2008"
"978","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"BBH","S2","S2","S1","5","Non-USGS","759108_1-Oct-2008"
"979","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SMM","S2","S2","S1","3","Non-USGS","759108_1-Oct-2008"
"980","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"WHS","S2","S2","S1","2","Non-USGS","759108_1-Oct-2008"
"981","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"CPP","S2","S2","S1","2","Non-USGS","759108_1-Oct-2008"
"982","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"RDS","S2","S2","S1","1","Non-USGS","759108_1-Oct-2008"
"983","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SNF","S2","S2","S1","1","Non-USGS","759108_1-Oct-2008"
"984","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"MSQ","S4","S4","S2","23","Non-USGS","759108_1-Oct-2008"
"985","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"PKF","S4","S4","S2","22","Non-USGS","759108_1-Oct-2008"
"986","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"SAH","S4","S4","S2","18","Non-USGS","759108_1-Oct-2008"
"987","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"FMW","S4","S4","S2","8","Non-USGS","759108_1-Oct-2008"
"988","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"RDS","S4","S4","S2","2","Non-USGS","759108_1-Oct-2008"
"989","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHEYENNE CREEK","1-Oct-08","350 M ABV Arkansas River",3352,"13",759108,4213744,"Arkansas","306","11.25","AR1349","---",44204,"STR","S4","S4","S2","1","Non-USGS","759108_1-Oct-2008"
"990","Multi-purpose","FULL HABITAT","EF, SEINE, & DIPNET","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"STR","E1","E1","E1","1","Non-USGS","756674_1-Oct-2008"
"991","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"PKF","S2","S2","S1","4","Non-USGS","756674_1-Oct-2008"
"992","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","1-Oct-08","Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA",3488,"13",756674,4221137,"Arkansas","150","3.75","AR2448","---",44232,"PKF","S3","S3","S2","3","Non-USGS","756674_1-Oct-2008"
"993","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"CCF","E1","E1","E1","91","Non-USGS","655995_7-Oct-2008"
"994","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FHC","E1","E1","E1","53","Non-USGS","655995_7-Oct-2008"
"995","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"DRM","E1","E1","E1","23","Non-USGS","655995_7-Oct-2008"
"996","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"RDS","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008"
"997","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SMM","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008"
"998","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SNF","E1","E1","E1","11","Non-USGS","655995_7-Oct-2008"
"999","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SAH","E1","E1","E1","8","Non-USGS","655995_7-Oct-2008"
"1000","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FMW","E1","E1","E1","7","Non-USGS","655995_7-Oct-2008"
"1001","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"BBH","E1","E1","E1","4","Non-USGS","655995_7-Oct-2008"
"1002","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"GSD","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008"
"1003","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"WHS","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008"
"1004","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"CPP","E1","E1","E1","1","Non-USGS","655995_7-Oct-2008"
"1005","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SAH","S2","S2","S1","25","Non-USGS","655995_7-Oct-2008"
"1006","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FMW","S2","S2","S1","7","Non-USGS","655995_7-Oct-2008"
"1007","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"FHC","S2","S2","S1","3","Non-USGS","655995_7-Oct-2008"
"1008","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"SMM","S2","S2","S1","3","Non-USGS","655995_7-Oct-2008"
"1009","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655995,4216398,"Arkansas","164","80.97","AR0209","---",44256,"RDS","S2","S2","S1","213","Non-USGS","655995_7-Oct-2008"
"1010","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","E2","E2","E1","20","Non-USGS","657256_7-Oct-2008"
"1011","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SAH","E2","E2","E1","10","Non-USGS","657256_7-Oct-2008"
"1012","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","E2","E2","E1","8","Non-USGS","657256_7-Oct-2008"
"1013","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SNF","E2","E2","E1","6","Non-USGS","657256_7-Oct-2008"
"1014","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FMW","E2","E2","E1","3","Non-USGS","657256_7-Oct-2008"
"1015","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"BBH","E2","E2","E1","1","Non-USGS","657256_7-Oct-2008"
"1016","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","S1","S1","S1","142","Non-USGS","657256_7-Oct-2008"
"1017","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","S1","S1","S1","37","Non-USGS","657256_7-Oct-2008"
"1018","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SAH","S1","S1","S1","27","Non-USGS","657256_7-Oct-2008"
"1019","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FMW","S1","S1","S1","8","Non-USGS","657256_7-Oct-2008"
"1020","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"CPP","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008"
"1021","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SMM","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008"
"1022","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"FHC","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008"
"1023","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SNF","S1","S1","S1","1","Non-USGS","657256_7-Oct-2008"
"1024","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"RDS","S3","S3","S2","41","Non-USGS","657256_7-Oct-2008"
"1025","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"SSH","S3","S3","S2","18","Non-USGS","657256_7-Oct-2008"
"1026","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"MSQ","S3","S3","S2","4","Non-USGS","657256_7-Oct-2008"
"1027","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","7-Oct-08","1.1 KM BLW HWY 50 Bridge (SE Random #45)",3881,"13",657256,4216400,"Arkansas","150","75","AR2535","Random",44258,"CPP","S3","S3","S2","1","Non-USGS","657256_7-Oct-2008"
"1028","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"RDS","E1","E1","E1","18","Non-USGS","544677_8-Oct-2008"
"1029","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SAH","E1","E1","E1","12","Non-USGS","544677_8-Oct-2008"
"1030","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"PKF","E1","E1","E1","8","Non-USGS","544677_8-Oct-2008"
"1031","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"WHS","E1","E1","E1","4","Non-USGS","544677_8-Oct-2008"
"1032","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"STR","E1","E1","E1","4","Non-USGS","544677_8-Oct-2008"
"1033","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"FMW","E1","E1","E1","3","Non-USGS","544677_8-Oct-2008"
"1034","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"ARD","E1","E1","E1","1","Non-USGS","544677_8-Oct-2008"
"1035","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"STR","E2","E2","E2","7","Non-USGS","544677_8-Oct-2008"
"1036","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"WHS","E2","E2","E2","4","Non-USGS","544677_8-Oct-2008"
"1037","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"BST","E2","E2","E2","1","Non-USGS","544677_8-Oct-2008"
"1038","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SAH","E2","E2","E2","1","Non-USGS","544677_8-Oct-2008"
"1039","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"PKF","E2","E2","E2","1","Non-USGS","544677_8-Oct-2008"
"1040","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"CPP","E3","E3","E3","1","Non-USGS","544677_8-Oct-2008"
"1041","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SNF","E3","E3","E3","1","Non-USGS","544677_8-Oct-2008"
"1042","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"PKF","E3","E3","E3","1","Non-USGS","544677_8-Oct-2008"
"1043","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"RDS","E3","E3","E3","12","Non-USGS","544677_8-Oct-2008"
"1044","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SAH","E3","E3","E3","11","Non-USGS","544677_8-Oct-2008"
"1045","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"WHS","E3","E3","E3","5","Non-USGS","544677_8-Oct-2008"
"1046","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"STR","E3","E3","E3","4","Non-USGS","544677_8-Oct-2008"
"1047","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"FMW","E3","E3","E3","3","Non-USGS","544677_8-Oct-2008"
"1048","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"SAH","E4","E4","E4","5","Non-USGS","544677_8-Oct-2008"
"1049","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"FMW","E4","E4","E4","3","Non-USGS","544677_8-Oct-2008"
"1050","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"WHS","E4","E4","E4","3","Non-USGS","544677_8-Oct-2008"
"1051","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"STR","E4","E4","E4","2","Non-USGS","544677_8-Oct-2008"
"1052","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ST CHARLES R #1","8-Oct-08","BLW Business Loop HWY 50 (SC-5)",4592,"13",544677,4233201,"Arkansas","164","26.625","AR0089","---",44251,"RDS","E4","E4","E4","1","Non-USGS","544677_8-Oct-2008"
